Student_id,english_marks,maths_marks,science_marks,computer_marks,course
S18353,89,61,84,82,Web Development
S18354,79,95,80,69,Mathematics for machine learning
S18355,81,83,85,82,AI
S18356,89,70,68,75,Web Development
S18357,89,86,100,84,AI
S18358,61,100,66,72,AI
S18359,83,65,100,100,Web Development
S18360,87,66,97,87,Web Development
S18361,75,98,69,100,Web Development
S18362,84,100,86,97,AI
S18363,76,85,69,79,AI
S18364,83,73,99,92,AI
S18365,87,89,99,77,AI
S18366,81,63,70,86,Web Development
S18367,60,64,78,89,python
S18368,86,64,69,76,Web Development
S18369,84,60,100,85,Web Development
S18370,87,83,97,80,AI
S18371,96,91,80,86,AI
S18372,97,73,81,72,AI
S18373,64,91,87,88,AI
S18374,82,97,85,87,AI
S18375,63,91,72,93,AI
S18376,63,78,67,60,python
S18377,89,72,95,98,AI
S18378,82,95,71,99,AI
S18379,80,61,70,90,Web Development
S18380,92,94,93,74,AI
S18381,88,67,82,93,Web Development
S18382,82,71,72,68,Mathematics for machine learning
S18383,74,85,73,80,Web Development
S18384,88,64,74,95,Web Development
S18385,82,67,83,91,Web Development
S18386,85,75,99,72,AI
S18387,78,62,78,76,Web Development
S18388,96,96,62,85,AI
S18389,79,95,66,68,python
S18390,83,97,65,80,AI
S18391,86,91,94,86,AI
S18392,87,94,90,98,AI
S18393,77,82,85,91,AI
S18394,92,99,70,87,AI
S18395,73,70,61,81,Web Development
S18396,61,91,87,61,Mathematics for machine learning
S18397,82,98,72,87,AI
S18398,71,98,91,62,Mathematics for machine learning
S18399,80,93,90,60,Mathematics for machine learning
S18400,75,84,66,92,AI
S18401,69,87,77,94,AI
S18402,67,79,85,73,AI
S18403,64,78,73,66,Mathematics for machine learning
S18404,85,72,97,74,AI
S18405,63,60,83,63,Mathematics for machine learning
S18406,82,63,62,70,python
S18407,95,69,93,97,Web Development
S18408,62,92,69,63,python
S18409,75,88,82,82,AI
S18410,62,62,100,90,python
S18411,100,65,61,72,Web Development
S18412,78,97,67,80,AI
S18413,82,76,76,85,AI
S18414,79,82,67,67,python
S18415,97,74,100,64,Mathematics for machine learning
S18416,98,88,65,68,python
S18417,84,86,66,87,AI
S18418,91,98,84,73,AI
S18419,83,80,87,64,Mathematics for machine learning
S18420,61,94,62,75,AI
S18421,71,95,90,100,AI
S18422,81,97,77,97,AI
S18423,66,83,69,79,AI
S18424,77,100,91,87,AI
S18425,64,66,62,79,python
S18426,91,85,72,93,AI
S18427,91,94,86,62,Mathematics for machine learning
S18428,68,89,85,74,AI
S18429,96,78,77,99,AI
S18430,79,84,92,73,AI
S18431,68,76,71,78,AI
S18432,84,97,86,65,Mathematics for machine learning
S18433,73,77,74,87,AI
S18434,96,75,71,84,AI
S18435,93,88,75,94,AI
S18436,90,86,85,67,Mathematics for machine learning
S18437,69,61,100,76,python
S18438,68,90,65,99,AI
S18439,70,81,81,76,AI
S18440,81,71,61,80,AI
S18441,87,93,96,74,AI
S18442,75,61,100,74,Web Development
S18443,89,75,78,82,AI
S18444,64,66,66,71,python
S18445,66,67,77,70,python
S18446,68,91,91,60,Mathematics for machine learning
S18447,63,81,94,70,Mathematics for machine learning
S18448,71,79,91,89,AI
S18449,60,98,98,70,Mathematics for machine learning
S18450,70,71,75,63,Mathematics for machine learning
S18451,96,98,86,85,AI
S18452,77,91,74,76,AI
S18453,92,88,92,88,AI
S18454,89,97,64,95,AI
S18455,64,76,96,90,Mathematics for machine learning
S18456,96,91,84,71,AI
S18457,95,93,80,78,AI
S18458,87,77,99,97,AI
S18459,95,65,98,81,Web Development
S18460,98,88,85,79,python
S18461,97,79,87,89,AI
S18462,64,86,91,65,Mathematics for machine learning
S18463,66,94,64,99,AI
S18464,87,100,93,77,Web Development
S18465,82,74,70,92,AI
S18466,93,72,89,78,AI
S18467,81,82,74,86,AI
S18468,91,70,69,70,python
S18469,88,74,80,63,Mathematics for machine learning
S18470,95,96,61,83,AI
S18471,61,98,96,93,AI
S18472,84,77,71,67,Mathematics for machine learning
S18473,77,67,63,63,python
S18474,81,64,94,73,Web Development
S18475,66,68,80,93,python
S18476,95,94,82,90,AI
S18477,76,61,95,65,python
S18478,81,82,60,78,AI
S18479,95,94,73,86,AI
S18480,100,64,97,83,python
S18481,72,97,90,92,AI
S18482,95,83,97,81,AI
S18483,91,82,93,67,python
S18484,71,61,61,61,python
S18485,68,66,69,99,python
S18486,73,96,65,77,AI
S18487,77,61,97,83,Web Development
S18488,89,76,95,90,AI
S18489,79,61,69,82,Web Development
S18490,81,66,85,92,Web Development
S18491,95,86,65,100,AI
S18492,64,100,96,64,Mathematics for machine learning
S18493,92,60,66,94,Web Development
S18494,73,87,88,71,Web Development
S18495,60,74,61,95,AI
S18496,69,84,86,77,AI
S18497,63,69,65,90,python
S18498,77,64,70,69,python
S18499,84,76,62,100,AI
S18500,73,96,84,99,AI
S18501,75,75,78,89,AI
S18502,63,80,72,80,AI
S18503,60,71,63,80,AI
S18504,80,93,99,69,python
S18505,89,99,67,80,AI
S18506,76,91,89,87,AI
S18507,92,89,81,71,AI
S18508,87,98,96,80,AI
S18509,81,66,76,100,Web Development
S18510,87,72,79,84,AI
S18511,63,91,92,80,AI
S18512,79,75,90,97,Web Development
S18513,65,65,100,88,python
S18514,72,85,90,98,AI
S18515,70,71,95,84,AI
S18516,86,77,92,85,AI
S18517,65,84,77,92,Web Development
S18518,92,90,61,74,AI
S18519,95,96,94,100,AI
S18520,64,95,85,76,AI
S18521,63,66,83,93,Mathematics for machine learning
S18522,71,80,86,60,Mathematics for machine learning
S18523,81,72,94,98,python
S18524,93,89,88,69,Mathematics for machine learning
S18525,96,98,92,94,AI
S18526,94,82,86,97,AI
S18527,79,91,71,100,AI
S18528,79,99,84,93,AI
S18529,90,92,98,83,AI
S18530,92,83,84,63,Mathematics for machine learning
S18531,76,86,61,97,AI
S18532,83,80,63,77,AI
S18533,82,79,84,64,Mathematics for machine learning
S18534,67,79,97,90,AI
S18535,97,89,85,66,Mathematics for machine learning
S18536,69,60,86,85,python
S18537,62,78,82,76,python
S18538,60,65,94,99,python
S18539,64,84,64,61,python
S18540,93,61,97,91,Web Development
S18541,72,74,86,75,AI
S18542,98,64,75,82,Web Development
S18543,76,97,79,76,AI
S18544,95,98,60,87,AI
S18545,89,80,63,82,python
S18546,74,98,94,95,AI
S18547,99,65,74,99,Web Development
S18548,97,85,96,64,Mathematics for machine learning
S18549,85,99,60,82,AI
S18550,89,66,67,63,Web Development
S18551,82,96,63,85,AI
S18552,94,75,70,95,Mathematics for machine learning
S18553,87,60,75,67,python
S18554,74,98,80,81,AI
S18555,63,84,70,94,AI
S18556,90,76,80,62,Mathematics for machine learning
S18557,63,65,69,77,python
S18558,78,65,64,84,Web Development
S18559,79,67,85,93,Web Development
S18560,77,74,88,94,AI
S18561,72,68,69,88,Web Development
S18562,96,81,90,98,AI
S18563,89,68,69,66,python
S18564,87,76,66,82,python
S18565,67,67,84,77,python
S18566,92,96,64,73,AI
S18567,90,75,75,68,Mathematics for machine learning
S18568,99,90,62,84,AI
S18569,63,81,99,64,Mathematics for machine learning
S18570,85,96,100,86,AI
S18571,86,93,99,72,AI
S18572,96,70,88,77,Web Development
S18573,96,60,68,69,python
S18574,96,73,63,68,python
S18575,94,100,70,90,AI
S18576,100,100,69,76,AI
S18577,74,80,66,77,AI
S18578,91,94,61,79,AI
S18579,62,83,95,69,Mathematics for machine learning
S18580,62,82,99,79,AI
S18581,75,97,85,83,AI
S18582,67,63,88,69,python
S18583,68,80,98,86,AI
S18584,80,65,63,78,AI
S18585,90,82,95,86,AI
S18586,91,99,100,82,AI
S18587,98,85,91,87,AI
S18588,83,78,62,79,Mathematics for machine learning
S18589,98,64,87,98,Web Development
S18590,68,83,83,82,AI
S18591,85,65,89,87,Web Development
S18592,92,98,99,69,Mathematics for machine learning
S18593,72,78,84,75,AI
S18594,70,83,78,62,Mathematics for machine learning
S18595,89,100,77,84,AI
S18596,98,71,93,81,AI
S18597,64,82,84,77,AI
S18598,65,89,97,72,AI
S18599,77,99,82,79,AI
S18600,66,76,92,75,AI
S18601,96,65,70,95,Web Development
S18602,98,72,80,97,AI
S18603,99,75,87,90,AI
S18604,69,80,71,84,Mathematics for machine learning
S18605,95,84,67,75,AI
S18606,63,80,99,92,AI
S18607,73,75,69,93,AI
S18608,61,84,74,84,AI
S18609,93,99,81,62,Mathematics for machine learning
S18610,88,79,85,84,AI
S18611,74,96,96,64,Mathematics for machine learning
S18612,71,65,88,96,Web Development
S18613,70,70,60,91,Mathematics for machine learning
S18614,76,61,64,64,python
S18615,77,100,76,79,AI
S18616,74,92,63,78,AI
S18617,70,92,63,97,AI
S18618,65,90,85,85,AI
S18619,93,63,98,62,python
S18620,69,74,61,64,python
S18621,81,86,97,68,Mathematics for machine learning
S18622,69,90,64,71,AI
S18623,63,72,94,80,AI
S18624,76,92,89,60,Mathematics for machine learning
S18625,91,73,78,93,AI
S18626,73,72,86,68,Mathematics for machine learning
S18627,88,71,99,88,AI
S18628,66,62,99,62,python
S18629,85,65,75,77,Web Development
S18630,78,91,74,97,AI
S18631,84,66,87,97,Web Development
S18632,88,81,65,62,python
S18633,90,61,78,94,Web Development
S18634,81,61,86,92,Web Development
S18635,74,71,71,99,AI
S18636,68,91,67,60,python
S18637,77,92,69,96,AI
S18638,93,95,89,81,AI
S18639,67,81,66,94,AI
S18640,67,71,91,93,AI
S18641,64,76,85,94,AI
S18642,70,72,70,98,AI
S18643,65,88,77,76,AI
S18644,83,87,70,85,AI
S18645,77,61,70,93,Web Development
S18646,82,60,82,82,Web Development
S18647,71,92,81,97,AI
S18648,97,65,89,95,Web Development
S18649,90,89,65,73,AI
S18650,87,67,73,78,Web Development
S18651,85,78,88,76,AI
S18652,77,61,95,92,Web Development
S18653,91,83,84,68,Mathematics for machine learning
S18654,78,76,83,89,AI
S18655,98,94,71,60,Mathematics for machine learning
S18656,84,67,71,62,Mathematics for machine learning
S18657,60,66,76,74,python
S18658,77,66,82,97,Web Development
S18659,96,82,88,86,AI
S18660,87,92,77,98,AI
S18661,77,96,98,73,AI
S18662,69,73,82,82,AI
S18663,96,93,84,93,AI
S18664,65,65,92,81,python
S18665,69,94,62,91,AI
S18666,86,71,63,97,AI
S18667,83,67,60,94,Web Development
S18668,81,75,62,84,AI
S18669,95,73,100,81,AI
S18670,96,96,79,97,AI
S18671,61,77,94,69,Mathematics for machine learning
S18672,98,61,78,72,Web Development
S18673,84,95,98,71,AI
S18674,79,85,69,67,python
S18675,88,96,66,64,python
S18676,60,78,88,62,Mathematics for machine learning
S18677,82,87,63,82,AI
S18678,77,79,60,99,AI
S18679,68,94,74,79,AI
S18680,60,93,96,93,AI
S18681,70,99,96,82,Mathematics for machine learning
S18682,75,88,82,79,AI
S18683,67,77,87,65,Mathematics for machine learning
S18684,75,69,68,90,Web Development
S18685,65,80,77,91,AI
S18686,64,83,75,76,AI
S18687,91,95,67,81,AI
S18688,89,60,86,82,Web Development
S18689,65,93,89,65,Mathematics for machine learning
S18690,72,68,73,63,python
S18691,64,80,81,67,Mathematics for machine learning
S18692,99,75,100,85,AI
S18693,99,90,76,81,AI
S18694,77,92,85,73,AI
S18695,63,95,72,86,AI
S18696,74,78,92,80,AI
S18697,71,93,71,64,Mathematics for machine learning
S18698,95,94,63,79,Web Development
S18699,65,60,82,99,python
S18700,100,96,90,78,AI
S18701,61,98,98,63,Mathematics for machine learning
S18702,89,89,71,89,AI
S18703,73,86,94,61,Mathematics for machine learning
S18704,71,84,79,92,AI
S18705,88,79,80,87,AI
S18706,97,90,61,77,Mathematics for machine learning
S18707,88,84,74,91,AI
S18708,88,67,68,66,python
S18709,64,98,64,83,AI
S18710,90,82,63,95,AI
S18711,68,68,66,61,python
S18712,74,88,97,73,AI
S18713,96,83,93,98,AI
S18714,87,64,68,61,AI
S18715,79,86,98,62,Mathematics for machine learning
S18716,68,62,99,97,python
S18717,93,68,97,94,Web Development
S18718,82,64,76,91,Web Development
S18719,89,85,95,61,Mathematics for machine learning
S18720,62,99,71,91,Web Development
S18721,90,73,70,71,AI
S18722,90,80,90,64,Mathematics for machine learning
S18723,83,65,84,60,AI
S18724,68,65,73,95,Mathematics for machine learning
S18725,79,68,84,98,Web Development
S18726,94,90,93,82,AI
S18727,92,85,98,98,AI
S18728,79,62,67,97,Web Development
S18729,82,99,96,99,python
S18730,77,93,99,76,AI
S18731,80,66,98,87,Web Development
S18732,85,76,78,70,Web Development
S18733,68,76,98,99,AI
S18734,99,75,95,85,AI
S18735,76,99,98,81,AI
S18736,90,82,93,71,AI
S18737,71,100,74,78,AI
S18738,67,66,73,84,python
S18739,85,86,88,80,Web Development
S18740,63,90,84,80,AI
S18741,88,72,100,85,AI
S18742,71,69,72,93,Web Development
S18743,62,92,89,67,Mathematics for machine learning
S18744,91,89,62,92,AI
S18745,98,79,67,78,AI
S18746,76,88,64,66,python
S18747,64,63,73,98,python
S18748,85,89,65,77,AI
S18749,80,78,84,62,Mathematics for machine learning
S18750,79,88,95,70,Mathematics for machine learning
S18751,77,90,98,96,AI
S18752,81,92,94,69,Mathematics for machine learning
S18753,83,88,74,73,AI
S18754,97,67,75,72,Web Development
S18755,79,71,99,95,AI
S18756,63,73,99,82,AI
S18757,64,89,60,97,AI
S18758,84,88,73,81,AI
S18759,77,97,65,66,python
S18760,100,61,95,63,python
S18761,70,87,76,93,AI
S18762,78,70,77,77,Web Development
S18763,85,65,85,77,Web Development
S18764,96,92,63,84,AI
S18765,83,75,83,65,Mathematics for machine learning
S18766,81,89,78,84,AI
S18767,68,76,74,70,python
S18768,99,61,69,68,AI
S18769,92,100,66,70,python
S18770,82,85,61,67,python
S18771,69,95,85,65,Mathematics for machine learning
S18772,100,90,70,96,AI
S18773,80,60,75,73,Web Development
S18774,74,73,99,66,Mathematics for machine learning
S18775,75,66,80,66,python
S18776,83,76,69,99,Mathematics for machine learning
S18777,83,70,84,63,python
S18778,70,88,75,61,Mathematics for machine learning
S18779,70,62,92,79,python
S18780,74,80,71,92,AI
S18781,93,92,93,100,AI
S18782,60,87,87,92,AI
S18783,90,62,92,78,Web Development
S18784,69,98,92,94,AI
S18785,66,84,74,73,AI
S18786,63,61,67,92,python
S18787,99,60,99,92,Web Development
S18788,60,93,70,73,AI
S18789,82,75,74,74,AI
S18790,97,88,83,87,AI
S18791,63,63,94,63,python
S18792,63,61,65,67,python
S18793,78,99,78,94,AI
S18794,82,96,95,91,Mathematics for machine learning
S18795,65,94,80,69,Mathematics for machine learning
S18796,77,89,98,95,AI
S18797,82,90,81,72,Web Development
S18798,88,94,69,98,AI
S18799,78,63,93,77,Web Development
S18800,64,99,87,95,AI
S18801,68,70,82,61,python
S18802,89,97,67,69,python
S18803,77,62,94,63,python
S18804,100,83,82,83,AI
S18805,77,87,83,88,AI
S18806,86,97,95,68,Mathematics for machine learning
S18807,94,65,99,99,Web Development
S18808,77,67,63,79,Web Development
S18809,84,100,87,73,AI
S18810,80,68,89,100,Web Development
S18811,98,94,99,66,Mathematics for machine learning
S18812,76,89,60,90,AI
S18813,62,99,87,90,AI
S18814,99,86,60,78,AI
S18815,90,98,80,89,AI
S18816,76,62,72,60,Mathematics for machine learning
S18817,61,82,76,83,AI
S18818,73,66,73,97,Web Development
S18819,95,79,91,97,AI
S18820,69,71,92,88,AI
S18821,68,77,92,60,python
S18822,93,65,73,77,Web Development
S18823,74,86,69,86,AI
S18824,100,100,89,100,AI
S18825,68,74,94,79,Mathematics for machine learning
S18826,74,91,64,85,AI
S18827,65,90,65,98,AI
S18828,63,60,100,82,AI
S18829,61,82,75,92,AI
S18830,67,95,88,85,AI
S18831,77,69,66,62,python
S18832,78,94,60,99,AI
S18833,69,100,97,90,AI
S18834,61,95,71,63,Mathematics for machine learning
S18835,79,97,95,83,AI
S18836,72,79,83,86,AI
S18837,96,63,75,73,Web Development
S18838,97,84,82,64,AI
S18839,66,76,88,69,Mathematics for machine learning
S18840,76,73,71,73,AI
S18841,81,97,65,71,AI
S18842,91,74,94,92,AI
S18843,98,67,81,88,Mathematics for machine learning
S18844,79,65,100,81,Web Development
S18845,83,87,72,89,AI
S18846,91,89,87,81,AI
S18847,79,94,78,93,Mathematics for machine learning
S18848,82,76,64,83,AI
S18849,75,99,71,62,Mathematics for machine learning
S18850,96,86,69,77,AI
S18851,96,65,80,85,Web Development
S18852,82,71,69,100,AI
S18853,67,87,95,83,AI
S18854,62,60,99,99,python
S18855,77,93,79,96,AI
S18856,78,68,84,96,Web Development
S18857,78,81,67,97,AI
S18858,98,82,78,73,AI
S18859,63,77,71,97,AI
S18860,80,91,75,71,AI
S18861,98,94,66,84,AI
S18862,66,80,69,98,AI
S18863,73,62,60,86,Web Development
S18864,76,86,67,100,AI
S18865,95,78,60,62,python
S18866,82,79,72,79,AI
S18867,92,61,94,67,python
S18868,80,86,74,62,Mathematics for machine learning
S18869,93,69,100,100,Web Development
S18870,83,79,91,62,Mathematics for machine learning
S18871,96,97,85,65,Mathematics for machine learning
S18872,79,75,76,73,AI
S18873,81,74,66,83,AI
S18874,65,87,70,99,AI
S18875,87,73,61,93,AI
S18876,65,98,70,91,python
S18877,94,62,83,64,python
S18878,82,67,76,83,Web Development
S18879,85,88,79,89,AI
S18880,93,100,83,86,AI
S18881,94,65,100,63,python
S18882,71,92,92,92,AI
S18883,84,84,74,72,AI
S18884,75,89,62,83,AI
S18885,69,61,75,84,python
S18886,84,70,96,72,Web Development
S18887,65,66,60,86,python
S18888,97,99,71,69,Mathematics for machine learning
S18889,62,63,75,82,python
S18890,92,68,67,66,python
S18891,87,96,77,69,Mathematics for machine learning
S18892,86,74,77,61,Mathematics for machine learning
S18893,94,85,81,84,AI
S18894,71,63,99,63,python
S18895,81,74,72,95,AI
S18896,71,61,64,86,Web Development
S18897,92,89,98,93,AI
S18898,75,71,74,96,AI
S18899,85,76,68,62,python
S18900,83,99,93,88,Mathematics for machine learning
S18901,81,66,71,68,python
S18902,81,68,83,99,Web Development
S18903,73,69,83,96,Web Development
S18904,98,94,75,81,AI
S18905,85,74,63,98,AI
S18906,64,93,80,71,AI
S18907,71,80,61,94,AI
S18908,80,79,60,74,AI
S18909,71,60,60,97,Web Development
S18910,96,74,92,85,AI
S18911,94,71,94,76,AI
S18912,65,92,76,90,AI
S18913,63,96,67,74,Mathematics for machine learning
S18914,78,68,96,96,Web Development
S18915,83,90,90,72,AI
S18916,81,63,85,60,python
S18917,74,65,81,100,Web Development
S18918,80,97,73,64,Mathematics for machine learning
S18919,76,64,91,98,Web Development
S18920,86,97,81,90,AI
S18921,88,73,100,99,AI
S18922,92,91,93,94,AI
S18923,63,77,68,80,Mathematics for machine learning
S18924,72,69,89,60,python
S18925,81,67,72,68,python
S18926,95,86,65,67,python
S18927,79,95,69,95,Web Development
S18928,63,74,81,62,Mathematics for machine learning
S18929,82,71,92,73,AI
S18930,91,64,67,98,Web Development
S18931,88,65,86,97,Web Development
S18932,65,62,89,69,python
S18933,72,85,88,71,AI
S18934,83,66,95,84,Web Development
S18935,99,89,86,75,python
S18936,66,100,72,78,AI
S18937,91,87,94,64,Mathematics for machine learning
S18938,73,96,79,96,AI
S18939,98,64,96,62,python
S18940,71,73,71,82,AI
S18941,100,88,76,69,Mathematics for machine learning
S18942,61,61,66,95,python
S18943,65,98,61,71,Mathematics for machine learning
S18944,74,63,85,82,Web Development
S18945,100,66,89,96,Web Development
S18946,99,70,65,92,Web Development
S18947,60,91,85,76,AI
S18948,68,87,91,79,python
S18949,70,60,72,76,python
S18950,62,68,95,85,python
S18951,71,88,95,68,Mathematics for machine learning
S18952,90,85,98,68,Mathematics for machine learning
S18953,61,78,67,77,AI
S18954,65,81,61,61,python
S18955,98,87,92,80,AI
S18956,93,64,81,71,Web Development
S18957,81,69,63,78,Web Development
S18958,92,67,70,86,Web Development
S18959,88,67,65,96,Web Development
S18960,72,91,76,70,Mathematics for machine learning
S18961,74,93,77,64,Mathematics for machine learning
S18962,86,85,67,66,python
S18963,63,76,74,97,AI
S18964,78,75,86,94,AI
S18965,71,79,92,87,AI
S18966,98,89,78,89,AI
S18967,93,92,91,88,AI
S18968,89,88,62,82,AI
S18969,83,68,89,100,Mathematics for machine learning
S18970,95,79,75,69,Mathematics for machine learning
S18971,84,96,92,82,AI
S18972,86,64,85,87,Web Development
S18973,79,86,89,61,Mathematics for machine learning
S18974,97,86,78,99,AI
S18975,61,91,83,71,AI
S18976,78,91,83,98,AI
S18977,78,97,71,72,AI
S18978,72,68,92,60,python
S18979,66,63,100,74,python
S18980,81,94,73,82,AI
S18981,82,77,91,90,AI
S18982,86,75,70,65,python
S18983,67,78,80,75,AI
S18984,66,76,100,93,AI
S18985,76,94,90,79,AI
S18986,60,100,81,65,Mathematics for machine learning
S18987,90,98,73,82,AI
S18988,88,75,73,97,AI
S18989,100,74,80,77,Mathematics for machine learning
S18990,89,63,94,93,Mathematics for machine learning
S18991,94,72,65,75,AI
S18992,67,76,90,80,AI
S18993,75,79,84,86,python
S18994,69,65,88,86,Web Development
S18995,68,74,99,63,Mathematics for machine learning
S18996,97,83,68,93,AI
S18997,95,79,61,97,AI
S18998,95,92,63,82,AI
S18999,67,89,81,71,AI
S19000,78,83,72,100,AI
S19001,80,90,80,82,AI
S19002,70,66,65,60,python
S19003,66,96,69,63,python
S19004,72,75,68,76,AI
S19005,99,80,73,74,AI
S19006,74,86,80,78,AI
S19007,72,87,65,78,AI
S19008,71,71,77,75,AI
S19009,71,96,77,62,Mathematics for machine learning
S19010,99,91,60,89,AI
S19011,74,66,81,93,Web Development
S19012,99,67,86,71,Web Development
S19013,82,90,60,74,AI
S19014,86,92,60,93,AI
S19015,98,83,88,75,AI
S19016,76,80,99,97,AI
S19017,74,77,64,81,AI
S19018,80,74,84,76,AI
S19019,99,63,66,73,Web Development
S19020,61,76,64,68,python
S19021,78,97,100,71,AI
S19022,93,69,71,75,Web Development
S19023,60,68,98,97,python
S19024,81,73,62,65,python
S19025,67,99,72,91,python
S19026,69,64,69,88,python
S19027,97,80,94,91,AI
S19028,69,60,99,80,python
S19029,72,81,88,99,AI
S19030,67,89,86,62,Mathematics for machine learning
S19031,96,65,73,92,Web Development
S19032,64,61,71,75,python
S19033,99,94,85,78,AI
S19034,84,94,66,85,AI
S19035,64,86,91,92,AI
S19036,68,77,76,85,AI
S19037,84,92,76,84,AI
S19038,64,74,81,77,AI
S19039,98,82,87,96,AI
S19040,69,72,76,65,Mathematics for machine learning
S19041,85,88,93,95,AI
S19042,81,85,73,72,AI
S19043,93,83,64,77,AI
S19044,66,81,98,83,AI
S19045,87,67,96,76,Web Development
S19046,94,60,84,97,Web Development
S19047,100,92,82,98,AI
S19048,74,85,92,68,Mathematics for machine learning
S19049,84,84,95,96,AI
S19050,91,69,88,100,Web Development
S19051,98,67,100,84,Web Development
S19052,67,93,71,68,python
S19053,75,70,80,80,Web Development
S19054,65,75,99,87,AI
S19055,61,71,82,91,AI
S19056,94,97,64,94,AI
S19057,73,72,88,95,AI
S19058,95,86,93,93,Web Development
S19059,61,76,98,75,AI
S19060,64,96,83,73,python
S19061,64,71,69,80,AI
S19062,61,95,96,67,Web Development
S19063,84,91,74,96,AI
S19064,70,78,72,74,AI
S19065,80,97,60,69,python
S19066,80,80,93,71,AI
S19067,69,98,94,60,Web Development
S19068,69,88,90,78,AI
S19069,90,100,79,70,Mathematics for machine learning
S19070,89,80,89,63,Mathematics for machine learning
S19071,73,74,96,94,Web Development
S19072,98,78,93,87,AI
S19073,65,96,83,69,Mathematics for machine learning
S19074,65,75,60,91,AI
S19075,61,92,81,64,Mathematics for machine learning
S19076,62,78,65,99,AI
S19077,96,68,69,78,Web Development
S19078,68,65,92,82,python
S19079,96,98,68,98,AI
S19080,61,97,88,74,AI
S19081,75,70,88,83,Web Development
S19082,61,85,94,66,Mathematics for machine learning
S19083,93,94,72,84,AI
S19084,86,76,78,68,Mathematics for machine learning
S19085,78,96,60,72,AI
S19086,84,82,90,62,Mathematics for machine learning
S19087,60,60,69,83,python
S19088,90,95,98,60,Mathematics for machine learning
S19089,62,60,73,78,python
S19090,85,96,63,68,python
S19091,72,72,93,86,AI
S19092,99,69,93,84,Web Development
S19093,61,77,83,90,AI
S19094,95,66,68,90,Web Development
S19095,99,68,67,72,Web Development
S19096,73,61,69,97,Web Development
S19097,62,91,88,78,AI
S19098,73,93,82,93,AI
S19099,75,83,93,63,Mathematics for machine learning
S19100,86,86,61,60,python
S19101,69,94,82,99,AI
S19102,72,99,85,95,AI
S19103,60,66,88,74,python
S19104,90,87,73,67,Mathematics for machine learning
S19105,70,82,65,88,Web Development
S19106,96,70,65,86,Web Development
S19107,80,98,69,86,AI
S19108,62,76,99,81,AI
S19109,87,67,72,63,python
S19110,84,89,72,91,AI
S19111,68,68,60,69,python
S19112,73,90,73,81,Mathematics for machine learning
S19113,65,94,68,75,AI
S19114,78,95,80,61,python
S19115,74,63,71,90,Web Development
S19116,60,62,65,66,python
S19117,83,63,71,69,python
S19118,78,91,89,92,Web Development
S19119,82,86,81,90,AI
S19120,76,89,68,99,AI
S19121,97,61,66,83,Web Development
S19122,75,87,64,89,AI
S19123,78,71,86,75,Mathematics for machine learning
S19124,67,68,67,84,python
S19125,82,83,62,82,AI
S19126,99,70,91,72,Web Development
S19127,67,70,93,99,python
S19128,81,100,65,80,AI
S19129,91,97,76,100,AI
S19130,81,72,79,79,AI
S19131,97,71,74,84,AI
S19132,90,66,84,100,Web Development
S19133,94,91,70,65,python
S19134,71,94,85,92,python
S19135,73,82,83,90,Web Development
S19136,80,73,99,87,AI
S19137,63,73,78,63,Mathematics for machine learning
S19138,76,81,98,61,Mathematics for machine learning
S19139,97,88,72,94,AI
S19140,89,73,86,87,AI
S19141,70,62,64,67,python
S19142,84,90,81,82,AI
S19143,74,100,90,87,AI
S19144,96,88,73,76,AI
S19145,96,75,80,83,AI
S19146,87,95,99,74,AI
S19147,94,95,81,81,AI
S19148,88,83,73,76,AI
S19149,67,67,95,98,python
S19150,96,100,93,68,Mathematics for machine learning
S19151,97,87,67,94,AI
S19152,78,86,83,76,AI
S19153,97,64,92,96,Web Development
S19154,91,98,71,93,AI
S19155,91,92,85,96,AI
S19156,75,76,84,85,AI
S19157,86,64,65,87,Web Development
S19158,89,60,73,96,Web Development
S19159,100,79,68,65,python
S19160,87,65,94,89,Web Development
S19161,93,60,72,97,Web Development
S19162,97,69,77,86,Web Development
S19163,89,97,82,67,Mathematics for machine learning
S19164,67,68,93,89,python
S19165,76,69,84,81,Web Development
S19166,96,79,85,74,AI
S19167,91,91,88,98,Web Development
S19168,93,80,65,100,AI
S19169,69,91,80,74,AI
S19170,93,75,67,66,python
S19171,95,74,96,94,AI
S19172,86,73,72,67,Mathematics for machine learning
S19173,63,74,63,66,Web Development
S19174,64,90,63,65,AI
S19175,81,100,80,97,AI
S19176,76,69,78,90,Web Development
S19177,66,94,93,78,AI
S19178,87,70,74,85,Web Development
S19179,91,63,96,93,Web Development
S19180,77,86,65,81,AI
S19181,81,78,87,92,AI
S19182,70,80,64,94,AI
S19183,88,83,84,61,Mathematics for machine learning
S19184,97,91,62,70,python
S19185,96,90,76,91,AI
S19186,95,74,83,77,AI
S19187,68,84,73,89,AI
S19188,89,78,85,88,AI
S19189,84,90,79,99,AI
S19190,83,83,75,83,AI
S19191,91,67,61,91,Web Development
S19192,100,78,100,70,Mathematics for machine learning
S19193,75,80,89,98,AI
S19194,88,60,97,85,Web Development
S19195,100,97,73,73,AI
S19196,72,99,71,80,AI
S19197,67,78,84,65,Mathematics for machine learning
S19198,88,90,92,67,Mathematics for machine learning
S19199,74,63,84,99,Mathematics for machine learning
S19200,74,95,81,98,AI
S19201,89,83,61,86,Web Development
S19202,87,77,95,90,AI
